0;85.000 €;Piso;PisoCarrer de Sant Antoni Abat, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/no-amueblado/157983513/d
1;69.000 €;Piso;PisoSalut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion-amueblado-television/159390945/d
2;65.000 €;Piso;PisoCarrer de Beethoven, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/sistrells/159612368/d
3;97.000 €;Planta baja;Planta bajaCarrer de Mare de Déu de Lorda, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion-terraza-trastero-patio-se-aceptan-mascotas/158098709/d
4;100.000 €;Piso;PisoEmporda, Montigalà - Sant Crist;https://www.fotocasa.es/es/comprar/vivienda/badalona/terraza/154788828/d
5;88.000 €;Piso;PisoRicard Strauss, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/terraza-trastero/158069259/d
6;80.000 €;Planta baja;Planta bajaGenova, Montigalà - Sant Crist;https://www.fotocasa.es/es/comprar/vivienda/badalona/puigfred/159026050/d
7;70.000 €;Piso;PisoAngel Guimera, Montigalà - Sant Crist;https://www.fotocasa.es/es/comprar/vivienda/badalona/ascensor/157574445/d
8;97.200 €;Piso;PisoArtigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/llefia/159389489/d
9;72.000 €;Piso;PisoCarrer de Santa Joana de Lestonnac, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/calefaccion/159608819/d
10;79.990 €;Piso;PisoCarrer de Calderón de la Barca, S/n, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion-amueblado/159480418/d
11;59.900 €;Loft;LoftSalut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-ascensor/159429344/d
12;89.900 €;Piso;PisoSalut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion/155745450/d
13;75.000 €;Piso;PisoCarrer D'issac Albéniz, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/zona-comunitaria-ascensor-patio-no-amueblado/159234285/d
14;94.000 €;Piso;PisoCarrer Napols, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/ascensor/159359386/d
15;75.000 €;Piso;PisoCalderon de la Barca, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/la-salut/158151925/d
16;98.500 €;Piso;PisoMontigalà - Sant Crist;https://www.fotocasa.es/es/comprar/vivienda/badalona/sant-crist/157840986/d
17;94.000 €;Piso;PisoCarrer Jerez de la Frontera, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/sant-roc/158683284/d
18;95.000 €;Piso;PisoPlaça de Plutó, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/se-aceptan-mascotas/158174624/d
19;79.000 €;Piso;PisoArtigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/sant-roc/159598069/d
20;99.000 €;Ático;ÁticoCarrer de Santiago, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/terraza/147892075/d
21;82.000 €;Piso;PisoCarrer Santa Joana Lestonnac, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion/158112851/d
22;85.000 €;Piso;PisoArtigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-calefaccion/158497332/d
23;79.000 €;Piso;PisoCarrer de la Independència, Bonavista - Bufalà - Morera;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado-ascensor/158551607/d
24;99.000 €;Piso;PisoArtigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/llefia/158957057/d
25;78.000 €;Piso;PisoSalut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/la-salut/159563413/d
26;79.000 €;Piso;PisoCarrer Pablo Iglesias, Salut - Lloreda;https://www.fotocasa.es/es/comprar/vivienda/badalona/aire-acondicionado/159427158/d
27;72.000 €;Piso;PisoCarrer de Santa Joana de Lestonnac, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/amueblado/159550682/d
28;95.000 €;Piso;PisoCarrer de Madrid, 8, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/ascensor-se-aceptan-mascotas-no-amueblado/155715074/d
29;93.000 €;Piso;PisoCarrer de Jerez de la Frontera, Artigues - Llefià;https://www.fotocasa.es/es/comprar/vivienda/badalona/amueblado-se-aceptan-mascotas/158680942/d
